mean_iki,std_iki,coeff_variation,skewness,entropy,hjorth_mobility,excess_kurtosis,label
139.34176676167525,22.10314993421428,0.158625446252728,-0.22088640214254757,2.766135355238774,1.39170997847842,0.5105598726313523,1
129.5090771979905,24.7758012385415,0.19130551907697424,-0.06529119365785763,3.108954822090643,1.3597220341910508,-0.618146840991034,1
126.6389397395813,27.48712093241375,0.2170510980977724,0.5260006255761729,2.9413152774012365,1.1890530520070144,0.3888099549483117,1
135.76948476345746,25.538381070757435,0.18810103842738546,0.2615696227827596,3.082895443914514,1.402213490525594,-0.5741351577301672,1
121.74590075503515,33.72001912513886,0.2769704681308892,0.7217645309713724,2.992487689168953,1.350894218160904,0.17737757838533152,1
122.35506365328995,21.81708222085183,0.1783095980618633,-0.35707749630656044,2.936574243734413,1.4514836904330735,0.5335575592631643,1
138.81396719319073,30.59181098083936,0.22037991997061795,-0.4144367054041551,3.154248072220452,1.4921436015256981,-0.3551185486760473,1
123.98009023292114,31.11457425205848,0.2509642813906942,-0.31477853943189615,2.919165044326838,1.2445941320508251,-0.15465884830600718,1
132.7257696949444,32.722896452525646,0.24654516246344343,0.21027002925746124,3.1285638219175653,1.2699103735164259,-0.3845524006640968,1
125.35082895023992,29.721990631060706,0.2371104433849364,-0.22094623153692197,2.8333407619421025,1.3224130438000217,0.8695455834879984,1
129.24391971164647,28.764776379135782,0.22256193129481294,-0.04937412319742321,2.9398490002539663,1.3901335523373528,0.1187076762373982,1
121.29329668543915,30.283640495619146,0.24967282878093786,0.06213096715515781,3.0158543814495715,1.5537251916693993,-0.6383054125428864,1
116.4785640899025,29.333492076258633,0.25183596917985657,0.08609017712229096,3.0561991158611694,1.4653856311326203,-0.13377439016299864,1
132.1340683701401,27.024991713593785,0.20452705382453007,-0.2672542351751526,3.112167440548883,1.3442186391838318,-0.3207440513531967,1
144.23484062825048,27.267234213431614,0.18904748738004243,-0.43959921809057906,3.092376393624434,1.2547223962458907,-0.31148231787062963,1
136.88049912769236,24.694062480644224,0.18040599382683253,-0.4316927664054385,2.795518260529667,1.3307754630715347,0.2903615585621431,1
131.50571029060728,25.713096733251742,0.1955283666118359,0.5203354723302853,2.735475635911666,1.3613381217053555,1.2264635963969281,1
139.98706435525594,26.504810964379168,0.1893375726282528,-0.07887057990504591,2.9841221735367425,1.3253582427478725,-0.014355451942420494,1
129.1699658292083,28.551368959372333,0.22103721074853927,-0.9597185259366844,2.6375155699318644,1.4116697660966742,1.9054732050075165,1
141.13878027028161,27.93269632125357,0.19790943543484144,-0.5957926395834293,2.932376393624434,1.2443417429587325,0.6470841578625715,1
130.67383496518661,31.458285941936932,0.2407389815284588,0.5642428285260029,2.8341310549059653,1.4626503026252182,0.3871980769175152,1
133.67776641972551,25.145819964047863,0.18810772080896573,-0.13436418268070643,3.0641782029400937,1.30175600648375,-0.316675527541848,1
124.68560492129318,25.602915930420238,0.2053397899988686,0.08632902673911214,2.9823629406354217,1.269315384985672,0.0629426511369835,1
118.54574400204982,26.777307467143462,0.22588164334841448,0.06291604250161364,3.0644984515601634,1.2648875852933044,-0.4215695824481016,1
133.6383182809523,33.95058812005086,0.25404830408502604,-0.3070576408600247,3.1089548220906433,1.388462618833391,-0.2803581140326443,1
135.98134032123437,31.958121946024384,0.23501843613637272,-0.1029531200549104,2.9798490002539664,1.4660310521325297,0.1071765799747455,1
138.7842514496271,28.212350488418046,0.20328207410952498,-0.456179386318156,2.9934660718742965,1.589613757401226,-0.18533054428271756,1
123.90224659835687,25.08402252845023,0.2024501025373892,-0.1878518886403607,2.9466372640683756,1.4025961497619286,0.572759709222578,1
133.88060266397795,29.65144554830088,0.2214767857201985,0.2312241878526687,3.04604988153611,1.4007821164326903,-0.17783206620451697,1
122.47171788907917,28.813298022319852,0.23526491274022654,-0.10370052070458684,3.114764703199709,1.3942447228646744,-0.4611098036985344,1
115.99415277578314,27.809191011497454,0.23974649019811076,-0.165047122422509,3.1392052014303555,1.4115268226463744,-0.4981344347407597,1
136.51800233184747,31.055130995195427,0.227480115916923,-0.06949116344065052,2.7613038568350503,1.6074101605486253,0.3543131491547684,1
121.34598151142403,29.849517029697406,0.24598686052811106,0.16646113896231107,2.984904173882897,1.475752224275722,0.08651866040934086,1
118.32729207478029,28.236244005168484,0.238628329188196,0.7516037080477436,3.0186885704510966,1.3963832410671138,-0.03851314185562682,1
125.2947339144031,26.266255764785072,0.20963575199201304,-0.038851505812463556,2.854697253230173,1.4859617464521735,0.2756215327230458,1
139.8894246697988,27.759191897627932,0.19843667212980506,-0.41326211074867525,3.1464957609623614,1.4414855659685293,-0.37927231220643476,1
114.03989333865407,27.408445367409062,0.2403408541081028,-0.2924155532097961,3.0881020701914808,1.504032358766253,-0.2650355542874019,1
123.77738334760184,29.36334340782732,0.2372270491885158,0.4249432088133407,2.9702681755657125,1.4881282629345862,0.13209401412725263,1
133.70821240238658,24.11844019453383,0.18038114309651285,0.14143379729015543,2.977207892028158,1.5012478663452538,0.18537469080357116,1
126.99433553251822,27.827909114990238,0.2191271681394373,0.11890645353782348,2.85072877714162,1.3167133886105802,0.45050401339510904,1
130.55204466919201,20.890449034866517,0.16001625319466403,-0.16826515506977144,2.8800019239261667,1.4593074126369423,0.6582123694072064,1
140.1956649792064,27.964128136900108,0.19946499872908124,0.8470689450826618,2.869791701689971,1.338419891987281,0.6920102025200459,1
131.6650372227033,22.823879291665726,0.17334806394396518,0.37099682278096024,2.997922442404776,1.1975803463408192,0.31506312811168113,1
129.2442918673482,29.105346590902943,0.22519637943295512,-0.5876432038004703,3.0085638219175657,1.489813529678112,-0.02651041277331556,1
